Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player_7,Player_8,Player_9,Player_10

"[4414375789, 'Pai Pai Tou', 176, 164, 'TOP', 'GRANDMASTER', 'I', 486, False, False, 62, 'SummonerDot', 'SummonerFlash', 'Heimerdinger']","[4414375789, 'Puertorican Gap', 379, 334, 'JUNGLE', 'GRANDMASTER', 'I', 626, False, False, 133, 'SummonerFlash', 'SummonerSmite', 'Belveth']","[4414375789, 'Akuma no Ko845', 243, 168, 'MIDDLE', 'GRANDMASTER', 'I', 509, False, True, 137, 'SummonerDot', 'SummonerFlash', 'Yone']","[4414375789, 'Trieuloo', 729, 706, 'BOTTOM', 'GRANDMASTER', 'I', 726, True, False, 880, 'SummonerFlash', 'SummonerExhaust', 'Kindred']","[4414375789, 'Synotic', 368, 341, 'UTILITY', 'GRANDMASTER', 'I', 675, True, False, 448, 'SummonerDot', 'SummonerFlash', 'Poppy']","[4414375789, 'The Lo', 424, 392, 'TOP', 'CHALLENGER', 'I', 927, False, False, 172, 'SummonerDot', 'SummonerFlash', 'Akshan']","[4414375789, 'Trey Lance', 86, 72, 'JUNGLE', 'MASTER', 'I', 379, False, False, 332, 'SummonerSmite', 'SummonerFlash', 'JarvanIV']","[4414375789, 'rovex', 294, 280, 'MIDDLE', 'GRANDMASTER', 'I', 625, True, False, 626, 'SummonerFlash', 'SummonerTeleport', 'Leblanc']","[4414375789, '9178i26378123', 247, 240, 'BOTTOM', 'MASTER', 'I', 394, False, False, 66, 'SummonerBoost', 'SummonerFlash', 'Kaisa']","[4414375789, 'King of Shadowss', 'NULL', 'NULL', 'UTILITY', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 232, 'SummonerFlash', 'SummonerDot', 'Nautilus']"

"[4413146857, 'SlippinJimmy', 392, 355, 'TOP', 'MASTER', 'I', 275, False, False, 223, 'SummonerFlash', 'SummonerDot', 'Akshan']","[4413146857, 'Spìrit', 360, 324, 'JUNGLE', 'GRANDMASTER', 'I', 825, False, False, 474, 'SummonerFlash', 'SummonerSmite', 'Viego']","[4413146857, 'Mixtoour', 'NULL', 'NULL', 'MIDDLE', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 491, 'SummonerTeleport', 'SummonerFlash', 'Viktor']","[4413146857, 'AzogTheTaxFiler', 409, 324, 'BOTTOM', 'CHALLENGER', 'I', 1067, True, False, 122, 'SummonerDot', 'SummonerFlash', 'Lucian']","[4413146857, 'THAT IS ILLEGAL', 119, 93, 'UTILITY', 'MASTER', 'I', 448, False, False, 168, 'SummonerHeal', 'SummonerFlash', 'Nami']","[4413146857, 'Haise 2', 112, 80, 'TOP', 'MASTER', 'I', 238, False, False, 45, 'SummonerTeleport', 'SummonerDot', 'Sejuani']","[4413146857, '1234qweq', 68, 43, 'JUNGLE', 'MASTER', 'I', 439, False, True, 66, 'SummonerSmite', 'SummonerFlash', 'Rengar']","[4413146857, 'at daggers drawn', 104, 78, 'MIDDLE', 'GRANDMASTER', 'I', 539, False, False, 44, 'SummonerFlash', 'SummonerDot', 'Vladimir']","[4413146857, '20031028', 226, 187, 'BOTTOM', 'CHALLENGER', 'I', 952, False, False, 304, 'SummonerFlash', 'SummonerTeleport', 'Ezreal']","[4413146857, 'Alicopter GAP', 239, 225, 'UTILITY', 'GRANDMASTER', 'I', 506, True, False, 89, 'SummonerDot', 'SummonerFlash', 'Alistar']"

"[4413464263, 'TFBlade2', 253, 194, 'TOP', 'CHALLENGER', 'I', 1309, True, False, 164, 'SummonerFlash', 'SummonerDot', 'Jax']","[4413464263, 'IN0RI', 406, 384, 'JUNGLE', 'GRANDMASTER', 'I', 666, False, False, 324, 'SummonerSmite', 'SummonerFlash', 'RekSai']","[4413464263, 'Ariendel', 433, 402, 'MIDDLE', 'CHALLENGER', 'I', 895, False, False, 597, 'SummonerFlash', 'SummonerDot', 'Karma']","[4413464263, 'NebuIa', 711, 644, 'BOTTOM', 'CHALLENGER', 'I', 905, False, False, 162, 'SummonerFlash', 'SummonerHaste', 'Jhin']","[4413464263, 'ƒortunate', 169, 116, 'UTILITY', 'CHALLENGER', 'I', 1024, True, False, 181, 'SummonerHeal', 'SummonerFlash', 'Soraka']","[4413464263, 'TSM FTX Solo', 406, 353, 'TOP', 'CHALLENGER', 'I', 1041, True, False, 254, 'SummonerFlash', 'SummonerDot', 'Rumble']","[4413464263, 'ASTROBOY99', 280, 235, 'JUNGLE', 'CHALLENGER', 'I', 1000, True, False, 271, 'SummonerSmite', 'SummonerFlash', 'Graves']","[4413464263, 'concede', 372, 333, 'BOTTOM', 'GRANDMASTER', 'I', 705, False, False, 95, 'SummonerFlash', 'SummonerBoost', 'Tristana']","[4413464263, 'waIm', 79, 52, 'MIDDLE', 'GRANDMASTER', 'I', 738, False, False, 36, 'SummonerDot', 'SummonerFlash', 'Irelia']","[4413464263, 'rocks908', 516, 466, 'UTILITY', 'CHALLENGER', 'I', 1196, True, True, 470, 'SummonerFlash', 'SummonerDot', 'Bard']"

"[4411131420, 'jg path down', 881, 816, 'TOP', 'CHALLENGER', 'I', 1288, True, True, 592, 'SummonerFlash', 'SummonerTeleport', 'Jayce']","[4411131420, 'bielaifanwo', 149, 150, 'JUNGLE', 'GRANDMASTER', 'I', 509, False, False, 183, 'SummonerSmite', 'SummonerFlash', 'Khazix']","[4411131420, 'Corgi the Pig', 119, 118, 'MIDDLE', 'GRANDMASTER', 'I', 804, False, False, 423, 'SummonerDot', 'SummonerFlash', 'Anivia']","[4411131420, 'coronet', 249, 180, 'BOTTOM', 'GRANDMASTER', 'I', 763, False, False, 70, 'SummonerFlash', 'SummonerHeal', 'Lucian']","[4411131420, 'Crimsonating', 235, 204, 'UTILITY', 'GRANDMASTER', 'I', 754, False, False, 391, 'SummonerFlash', 'SummonerExhaust', 'Nami']","[4411131420, 'Shockey', 369, 329, 'TOP', 'CHALLENGER', 'I', 882, False, False, 537, 'SummonerDot', 'SummonerFlash', 'Aatrox']","[4411131420, 'SiddyWiddy1', 185, 134, 'JUNGLE', 'CHALLENGER', 'I', 1103, True, False, 229, 'SummonerSmite', 'SummonerDot', 'Rengar']","[4411131420, 'concede', 372, 333, 'MIDDLE', 'GRANDMASTER', 'I', 705, False, False, 94, 'SummonerHaste', 'SummonerDot', 'Vladimir']","[4411131420, 'Draven baka', 771, 741, 'BOTTOM', 'GRANDMASTER', 'I', 640, False, False, 826, 'SummonerExhaust', 'SummonerFlash', 'Draven']","[4411131420, 'Z Score', 409, 371, 'UTILITY', 'CHALLENGER', 'I', 1097, False, False, 590, 'SummonerDot', 'SummonerFlash', 'Thresh']"

"[4411271383, 'GeneralSn1per', 384, 311, 'TOP', 'CHALLENGER', 'I', 1528, True, False, 106, 'SummonerTeleport', 'SummonerDot', 'Akali']","[4411271383, 'goth titties', 351, 315, 'JUNGLE', 'CHALLENGER', 'I', 860, True, False, 488, 'SummonerFlash', 'SummonerSmite', 'Trundle']","[4411271383, 'ćam', 496, 471, 'MIDDLE', 'GRANDMASTER', 'I', 727, False, False, 511, 'SummonerFlash', 'SummonerDot', 'Qiyana']","[4411271383, '20031028', 227, 187, 'BOTTOM', 'CHALLENGER', 'I', 968, False, True, 301, 'SummonerFlash', 'SummonerBoost', 'Tristana']","[4411271383, 'Nasteey', 172, 136, 'UTILITY', 'GRANDMASTER', 'I', 775, False, False, 364, 'SummonerFlash', 'SummonerDot', 'Renata']","[4411271383, 'only for myself', 596, 530, 'TOP', 'CHALLENGER', 'I', 904, False, True, 177, 'SummonerFlash', 'SummonerTeleport', 'Gnar']","[4411271383, 'KryRa 16', 182, 132, 'JUNGLE', 'CHALLENGER', 'I', 1106, False, True, 93, 'SummonerSmite', 'SummonerFlash', 'Zac']","[4411271383, 'multigrainbread', 285, 225, 'MIDDLE', 'CHALLENGER', 'I', 1315, True, False, 95, 'SummonerTeleport', 'SummonerFlash', 'Azir']","[4411271383, 'Andoqs', 366, 319, 'BOTTOM', 'CHALLENGER', 'I', 1011, False, False, 321, 'SummonerFlash', 'SummonerExhaust', 'Jhin']","[4411271383, 'ChocolateBun', 504, 476, 'UTILITY', 'GRANDMASTER', 'I', 721, False, False, 573, 'SummonerHeal', 'SummonerFlash', 'Soraka']"

"[4413387636, 'XEWXEWXEW', 448, 422, 'TOP', 'GRANDMASTER', 'I', 802, True, False, 517, 'SummonerFlash', 'SummonerTeleport', 'Aatrox']","[4413387636, 'GYMK1NG', 232, 214, 'JUNGLE', 'GRANDMASTER', 'I', 596, True, False, 254, 'SummonerFlash', 'SummonerSmite', 'Viego']","[4413387636, 'HAHAªºÐØXÃªºXDXD', 154, 110, 'MIDDLE', 'CHALLENGER', 'I', 925, False, False, 174, 'SummonerFlash', 'SummonerDot', 'Zoe']","[4413387636, 'AzogTheTaxFiler', 409, 324, 'BOTTOM', 'CHALLENGER', 'I', 1067, True, False, 122, 'SummonerHaste', 'SummonerFlash', 'Samira']","[4413387636, 'step1v9', 210, 185, 'UTILITY', 'GRANDMASTER', 'I', 616, False, True, 420, 'SummonerDot', 'SummonerFlash', 'Leona']","[4413387636, 'PoopSwag69', 642, 638, 'TOP', 'MASTER', 'I', 442, False, False, 866, 'SummonerFlash', 'SummonerTeleport', 'Gangplank']","[4413387636, 'Bellydrum', 571, 545, 'JUNGLE', 'GRANDMASTER', 'I', 554, True, False, 304, 'SummonerSmite', 'SummonerFlash', 'MonkeyKing']","[4413387636, 'Avano', 394, 381, 'MIDDLE', 'GRANDMASTER', 'I', 556, False, False, 585, 'SummonerTeleport', 'SummonerFlash', 'Sylas']","[4413387636, 'meowmewomoew', 151, 127, 'BOTTOM', 'CHALLENGER', 'I', 857, False, False, 206, 'SummonerFlash', 'SummonerExhaust', 'Zeri']","[4413387636, 'Pai Pai Tou', 176, 164, 'UTILITY', 'GRANDMASTER', 'I', 486, False, False, 61, 'SummonerDot', 'SummonerFlash', 'Heimerdinger']"

"[4413262367, 'Meinya Fan', 277, 239, 'TOP', 'CHALLENGER', 'I', 1058, True, False, 147, 'SummonerFlash', 'SummonerTeleport', 'Gnar']","[4413262367, 'AnDa', 277, 237, 'JUNGLE', 'CHALLENGER', 'I', 959, True, False, 359, 'SummonerSmite', 'SummonerFlash', 'Viego']","[4413262367, 'Dun', 262, 200, 'MIDDLE', 'CHALLENGER', 'I', 1349, False, False, 300, 'SummonerFlash', 'SummonerTeleport', 'Viktor']","[4413262367, 'Minui', 265, 221, 'BOTTOM', 'CHALLENGER', 'I', 980, False, True, 73, 'SummonerBoost', 'SummonerFlash', 'Draven']","[4413262367, 'Corgi the Pig', 119, 118, 'UTILITY', 'GRANDMASTER', 'I', 804, False, False, 423, 'SummonerDot', 'SummonerFlash', 'Anivia']","[4413262367, 'TFBlade2', 253, 194, 'TOP', 'CHALLENGER', 'I', 1309, True, False, 164, 'SummonerFlash', 'SummonerTeleport', 'Irelia']","[4413262367, 'Izateylon', 480, 448, 'JUNGLE', 'GRANDMASTER', 'I', 821, False, False, 613, 'SummonerSmite', 'SummonerHaste', 'Hecarim']","[4413262367, 'lil opressar', 295, 258, 'MIDDLE', 'CHALLENGER', 'I', 862, False, False, 436, 'SummonerFlash', 'SummonerHaste', 'Galio']","[4413262367, 'Acoldblazeolive', 84, 49, 'BOTTOM', 'GRANDMASTER', 'I', 738, False, False, 217, 'SummonerFlash', 'SummonerHeal', 'Lucian']","[4413262367, 'Crimsonating', 235, 204, 'UTILITY', 'GRANDMASTER', 'I', 754, False, False, 392, 'SummonerFlash', 'SummonerExhaust', 'Nami']"

"[4414063754, 'Free Top', 268, 229, 'TOP', 'CHALLENGER', 'I', 1017, True, False, 137, 'SummonerTeleport', 'SummonerFlash', 'Renekton']","[4414063754, 'Pulbarizer Fan', 162, 125, 'JUNGLE', 'GRANDMASTER', 'I', 792, False, False, 59, 'SummonerFlash', 'SummonerSmite', 'Zac']","[4414063754, 'What a noob', 339, 314, 'MIDDLE', 'MASTER', 'I', 353, False, False, 573, 'SummonerTeleport', 'SummonerDot', 'Akali']","[4414063754, 'DPM', 254, 240, 'BOTTOM', 'GRANDMASTER', 'I', 641, True, False, 140, 'SummonerFlash', 'SummonerHaste', 'Sivir']","[4414063754, 'Surround', 633, 598, 'UTILITY', 'CHALLENGER', 'I', 858, False, False, 318, 'SummonerFlash', 'SummonerDot', 'Maokai']","[4414063754, 'Kaizer Morde', 244, 199, 'TOP', 'CHALLENGER', 'I', 938, False, False, 409, 'SummonerTeleport', 'SummonerFlash', 'Viego']","[4414063754, 'The Guy Ga Kill', 217, 182, 'JUNGLE', 'GRANDMASTER', 'I', 609, False, False, 161, 'SummonerSmite', 'SummonerFlash', 'Zed']","[4414063754, 'TwTv imsudzzi', 420, 372, 'MIDDLE', 'CHALLENGER', 'I', 1130, True, False, 111, 'SummonerFlash', 'SummonerDot', 'Sylas']","[4414063754, 'Selfmáde', 'NULL', 'NULL', 'BOTTOM', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 137, 'SummonerFlash', 'SummonerBoost', 'Kalista']","[4414063754, 'Paradise Valley', 310, 258, 'UTILITY', 'GRANDMASTER', 'I', 695, False, False, 82, 'SummonerFlash', 'SummonerDot', 'Blitzcrank']"

"[4413563750, 'Yung Fappy', 1088, 1048, 'TOP', 'CHALLENGER', 'I', 1033, True, False, 560, 'SummonerFlash', 'SummonerDot', 'Teemo']","[4413563750, '01092023', 109, 68, 'JUNGLE', 'CHALLENGER', 'I', 985, False, False, 45, 'SummonerFlash', 'SummonerSmite', 'Poppy']","[4413563750, 'SSSean', 313, 291, 'MIDDLE', 'GRANDMASTER', 'I', 738, False, False, 461, 'SummonerTeleport', 'SummonerFlash', 'Sylas']","[4413563750, 'meowmewomoew', 151, 127, 'BOTTOM', 'CHALLENGER', 'I', 857, False, False, 206, 'SummonerFlash', 'SummonerExhaust', 'Sivir']","[4413563750, 'Diuuuuuuuuuuuuuu', 269, 233, 'UTILITY', 'CHALLENGER', 'I', 862, False, False, 191, 'SummonerFlash', 'SummonerDot', 'Leona']","[4413563750, 'Isolde', 178, 148, 'TOP', 'GRANDMASTER', 'I', 686, False, False, 441, 'SummonerTeleport', 'SummonerFlash', 'Viego']","[4413563750, 'Shaco', 237, 193, 'JUNGLE', 'CHALLENGER', 'I', 905, False, True, 109, 'SummonerDot', 'SummonerSmite', 'Shaco']","[4413563750, 'TwTv Meloneasy', 132, 107, 'MIDDLE', 'GRANDMASTER', 'I', 566, False, False, 88, 'SummonerFlash', 'SummonerDot', 'Katarina']","[4413563750, 'Dual', 636, 610, 'BOTTOM', 'GRANDMASTER', 'I', 655, True, False, 620, 'SummonerFlash', 'SummonerHeal', 'Kaisa']","[4413563750, 'Smoothie', 'NULL', 'NULL', 'UTILITY', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 371, 'SummonerFlash', 'SummonerDot', 'Alistar']"

"[4412212384, 'PCL', 354, 327, 'TOP', 'GRANDMASTER', 'I', 590, True, False, 149, 'SummonerTeleport', 'SummonerDot', 'Sejuani']","[4412212384, 'Fanatiik4', 179, 147, 'JUNGLE', 'CHALLENGER', 'I', 873, False, False, 79, 'SummonerSmite', 'SummonerFlash', 'RekSai']","[4412212384, 'kegc', 147, 109, 'MIDDLE', 'GRANDMASTER', 'I', 599, False, False, 77, 'SummonerTeleport', 'SummonerFlash', 'Cassiopeia']","[4412212384, 'isKOPPEN', 220, 204, 'BOTTOM', 'GRANDMASTER', 'I', 520, False, False, 384, 'SummonerExhaust', 'SummonerFlash', 'Yasuo']","[4412212384, 'wardk1ng', 831, 778, 'UTILITY', 'GRANDMASTER', 'I', 553, False, False, 346, 'SummonerDot', 'SummonerFlash', 'Pyke']","[4412212384, 'EIated', 430, 396, 'TOP', 'GRANDMASTER', 'I', 684, True, False, 461, 'SummonerFlash', 'SummonerDot', 'Shen']","[4412212384, 'adc hunter', 'NULL', 'NULL', 'JUNGLE', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 79, 'SummonerSmite', 'SummonerFlash', 'MasterYi']","[4412212384, 'Mixtoour', 592, 565, 'MIDDLE', 'MASTER', 'I', 430, False, False, 490, 'SummonerTeleport', 'SummonerFlash', 'Viktor']","[4412212384, 'Blueyoshi6', 833, 805, 'BOTTOM', 'GRANDMASTER', 'I', 637, True, False, 849, 'SummonerHeal', 'SummonerFlash', 'Caitlyn']","[4412212384, 'euur', 493, 493, 'UTILITY', 'MASTER', 'I', 406, False, False, 674, 'SummonerExhaust', 'SummonerFlash', 'Lulu']"

"[4412428772, 'PoopSwag69', 642, 638, 'TOP', 'MASTER', 'I', 442, False, False, 865, 'SummonerFlash', 'SummonerHaste', 'Trundle']","[4412428772, '7 S e 7 e n 7 ', 355, 334, 'JUNGLE', 'GRANDMASTER', 'I', 621, True, False, 243, 'SummonerSmite', 'SummonerFlash', 'Lillia']","[4412428772, 'Samikin', 256, 220, 'MIDDLE', 'CHALLENGER', 'I', 856, False, False, 476, 'SummonerFlash', 'SummonerDot', 'Zoe']","[4412428772, 'Zev', 271, 243, 'BOTTOM', 'GRANDMASTER', 'I', 707, True, False, 503, 'SummonerFlash', 'SummonerExhaust', 'Samira']","[4412428772, 'Swkeeee', 338, 310, 'UTILITY', 'GRANDMASTER', 'I', 832, False, True, 906, 'SummonerDot', 'SummonerFlash', 'Renata']","[4412428772, 'borosx', 253, 235, 'TOP', 'MASTER', 'I', 434, False, False, 106, 'SummonerFlash', 'SummonerTeleport', 'Camille']","[4412428772, 'LuòRì', 354, 329, 'JUNGLE', 'GRANDMASTER', 'I', 543, False, False, 690, 'SummonerFlash', 'SummonerSmite', 'Khazix']","[4412428772, 'Hºº', 248, 218, 'BOTTOM', 'MASTER', 'I', 545, False, True, 340, 'SummonerFlash', 'SummonerHaste', 'Seraphine']","[4412428772, 'KatEvolved', 577, 498, 'MIDDLE', 'CHALLENGER', 'I', 1757, True, False, 601, 'SummonerDot', 'SummonerFlash', 'Katarina']","[4412428772, 'Book of Daniel', 332, 307, 'UTILITY', 'GRANDMASTER', 'I', 661, True, False, 709, 'SummonerHeal', 'SummonerExhaust', 'Yuumi']"

"[4414189565, 'StarRingChild', 171, 144, 'TOP', 'GRANDMASTER', 'I', 579, False, False, 125, 'SummonerFlash', 'SummonerTeleport', 'Poppy']","[4414189565, 'IN0RI', 406, 384, 'JUNGLE', 'GRANDMASTER', 'I', 666, False, False, 325, 'SummonerSmite', 'SummonerFlash', 'Elise']","[4414189565, 'Victør', 418, 400, 'MIDDLE', 'GRANDMASTER', 'I', 548, True, False, 688, 'SummonerDot', 'SummonerFlash', 'Rumble']","[4414189565, 'Nimdle', 230, 204, 'BOTTOM', 'GRANDMASTER', 'I', 660, True, False, 406, 'SummonerFlash', 'SummonerHeal', 'Draven']","[4414189565, 'SebTheJoker', 197, 149, 'UTILITY', 'GRANDMASTER', 'I', 821, False, False, 283, 'SummonerFlash', 'SummonerDot', 'Bard']","[4414189565, 'Geiger', 734, 712, 'TOP', 'CHALLENGER', 'I', 875, False, True, 1218, 'SummonerFlash', 'SummonerTeleport', 'Jax']","[4414189565, 'at daggers drawn', 104, 78, 'JUNGLE', 'GRANDMASTER', 'I', 539, False, False, 45, 'SummonerFlash', 'SummonerSmite', 'Trundle']","[4414189565, 'Ariendel', 433, 402, 'MIDDLE', 'CHALLENGER', 'I', 895, False, False, 598, 'SummonerTeleport', 'SummonerFlash', 'Leblanc']","[4414189565, 'suffix', 445, 411, 'BOTTOM', 'GRANDMASTER', 'I', 750, False, False, 543, 'SummonerHeal', 'SummonerFlash', 'MissFortune']","[4414189565, 'Int Overflow', 241, 200, 'UTILITY', 'CHALLENGER', 'I', 937, False, False, 739, 'SummonerExhaust', 'SummonerFlash', 'Sona']"

"[4411257196, 'Cytheur', 783, 752, 'TOP', 'GRANDMASTER', 'I', 757, False, True, 438, 'SummonerFlash', 'SummonerHaste', 'Garen']","[4411257196, 'Leemo', 342, 320, 'JUNGLE', 'GRANDMASTER', 'I', 653, True, False, 404, 'SummonerSmite', 'SummonerFlash', 'Taliyah']","[4411257196, 'always plan ahea', 329, 294, 'MIDDLE', 'CHALLENGER', 'I', 853, False, False, 336, 'SummonerFlash', 'SummonerDot', 'Draven']","[4411257196, 'KatEvolved', 577, 498, 'BOTTOM', 'CHALLENGER', 'I', 1757, True, False, 600, 'SummonerExhaust', 'SummonerFlash', 'Samira']","[4411257196, 'King of Shadowss', 358, 277, 'UTILITY', 'CHALLENGER', 'I', 965, False, False, 231, 'SummonerFlash', 'SummonerDot', 'Nautilus']","[4411257196, 'Kenas', 220, 207, 'TOP', 'CHALLENGER', 'I', 1166, True, False, 587, 'SummonerFlash', 'SummonerTeleport', 'Kayle']","[4411257196, 'Delllarth', 439, 360, 'JUNGLE', 'CHALLENGER', 'I', 1387, True, False, 97, 'SummonerSmite', 'SummonerFlash', 'MonkeyKing']","[4411257196, 'DrewDozer', 255, 211, 'MIDDLE', 'CHALLENGER', 'I', 1014, False, False, 612, 'SummonerDot', 'SummonerFlash', 'Katarina']","[4411257196, 'Blacc Massu', 512, 472, 'BOTTOM', 'CHALLENGER', 'I', 1003, True, False, 762, 'SummonerExhaust', 'SummonerFlash', 'Aphelios']","[4411257196, 'strange fruits', 414, 406, 'UTILITY', 'GRANDMASTER', 'I', 634, True, False, 846, 'SummonerFlash', 'SummonerDot', 'Rakan']"

"[4411779585, 'Meinya Fan', 278, 239, 'TOP', 'CHALLENGER', 'I', 1074, True, False, 146, 'SummonerHaste', 'SummonerTeleport', 'Fiora']","[4411779585, 'Fragile Fantasy', 181, 147, 'JUNGLE', 'CHALLENGER', 'I', 898, True, False, 60, 'SummonerSmite', 'SummonerFlash', 'Nunu']","[4411779585, 'young7', 235, 194, 'MIDDLE', 'CHALLENGER', 'I', 968, False, False, 409, 'SummonerFlash', 'SummonerTeleport', 'Azir']","[4411779585, 'Dam Supporters', 122, 86, 'BOTTOM', 'GRANDMASTER', 'I', 656, False, False, 45, 'SummonerHeal', 'SummonerFlash', 'Twitch']","[4411779585, 'mabigan', 270, 259, 'UTILITY', 'GRANDMASTER', 'I', 718, False, False, 399, 'SummonerExhaust', 'SummonerFlash', 'Ashe']","[4411779585, 'SappyMaskSalesmn', 394, 333, 'TOP', 'CHALLENGER', 'I', 915, True, False, 92, 'SummonerFlash', 'SummonerHaste', 'Darius']","[4411779585, 'heng shao ye', 271, 257, 'JUNGLE', 'MASTER', 'I', 316, False, False, 62, 'SummonerSmite', 'SummonerFlash', 'Taliyah']","[4411779585, 'Davemon', 161, 128, 'MIDDLE', 'DIAMOND', 'I', 82, False, False, 241, 'SummonerHaste', 'SummonerFlash', 'Pyke']","[4411779585, 'IIIlIIIIIlIlIIll', 122, 91, 'BOTTOM', 'GRANDMASTER', 'I', 580, False, False, 48, 'SummonerFlash', 'SummonerHaste', 'Jinx']","[4411779585, 'J4NNA', 191, 171, 'UTILITY', 'GRANDMASTER', 'I', 510, False, False, 83, 'SummonerFlash', 'SummonerHeal', 'Janna']"

"[4412584428, 'TwTv KoKooPuffs', 937, 897, 'TOP', 'CHALLENGER', 'I', 1048, True, False, 436, 'SummonerFlash', 'SummonerTeleport', 'Poppy']","[4412584428, 'Pentaless', 389, 330, 'JUNGLE', 'CHALLENGER', 'I', 1368, True, False, 150, 'SummonerSmite', 'SummonerFlash', 'Nunu']","[4412584428, 'FLY Twoballs', 231, 206, 'MIDDLE', 'GRANDMASTER', 'I', 816, False, False, 174, 'SummonerDot', 'SummonerFlash', 'Ahri']","[4412584428, 'l7l', 510, 459, 'BOTTOM', 'GRANDMASTER', 'I', 620, False, False, 326, 'SummonerFlash', 'SummonerHaste', 'Aphelios']","[4412584428, 'QSEN', 115, 98, 'UTILITY', 'GRANDMASTER', 'I', 793, False, False, 210, 'SummonerExhaust', 'SummonerDot', 'Yuumi']","[4412584428, 'Pai Pai Tou', 176, 164, 'TOP', 'GRANDMASTER', 'I', 486, False, False, 60, 'SummonerTeleport', 'SummonerFlash', 'Soraka']","[4412584428, 'c2 meteos', 504, 428, 'JUNGLE', 'CHALLENGER', 'I', 1505, True, False, 612, 'SummonerHaste', 'SummonerSmite', 'Olaf']","[4412584428, 'Pekin Woof', 386, 351, 'MIDDLE', 'CHALLENGER', 'I', 894, True, False, 282, 'SummonerFlash', 'SummonerBoost', 'Veigar']","[4412584428, 'Iinks', 432, 381, 'BOTTOM', 'CHALLENGER', 'I', 1033, True, False, 318, 'SummonerFlash', 'SummonerHaste', 'Sivir']","[4412584428, 'Qitong', 254, 227, 'UTILITY', 'CHALLENGER', 'I', 1337, True, False, 540, 'SummonerFlash', 'SummonerDot', 'Lulu']"

"[4410938586, 'PCL', 354, 327, 'TOP', 'GRANDMASTER', 'I', 590, True, False, 149, 'SummonerDot', 'SummonerFlash', 'Jax']","[4410938586, '7 S e 7 e n 7 ', 355, 334, 'JUNGLE', 'GRANDMASTER', 'I', 621, True, False, 242, 'SummonerSmite', 'SummonerFlash', 'Lillia']","[4410938586, 'Extan', 157, 127, 'MIDDLE', 'MASTER', 'I', 335, False, False, 119, 'SummonerFlash', 'SummonerTeleport', 'Yone']","[4410938586, 'Fioh', 584, 552, 'BOTTOM', 'GRANDMASTER', 'I', 505, True, False, 969, 'SummonerExhaust', 'SummonerFlash', 'Kalista']","[4410938586, 'Dark Crossbell', 126, 108, 'UTILITY', 'GRANDMASTER', 'I', 563, True, False, 706, 'SummonerDot', 'SummonerFlash', 'Amumu']","[4410938586, 'TTVKingVeerChand', 310, 283, 'TOP', 'CHALLENGER', 'I', 864, False, False, 199, 'SummonerHaste', 'SummonerFlash', 'Tryndamere']","[4410938586, 'RapÍd', 618, 574, 'JUNGLE', 'CHALLENGER', 'I', 875, False, False, 234, 'SummonerFlash', 'SummonerSmite', 'Vi']","[4410938586, 'Detention', 324, 310, 'MIDDLE', 'GRANDMASTER', 'I', 549, False, False, 720, 'SummonerTeleport', 'SummonerFlash', 'Zilean']","[4410938586, 'C8 MissFortune', 60, 25, 'BOTTOM', 'DIAMOND', 'I', 72, False, False, 46, 'SummonerFlash', 'SummonerHeal', 'MissFortune']","[4410938586, 'Downy Hyung', 183, 154, 'UTILITY', 'CHALLENGER', 'I', 979, False, False, 215, 'SummonerExhaust', 'SummonerFlash', 'Nautilus']"

