Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player_7,Player_8,Player_9,Player_10
"[4412870802, 'Aleakath', 231, 224, 'TOP', 'MASTER', 'I', 251, False, False, 236, 'SummonerTeleport', 'SummonerFlash', 'Gnar']","[4412870802, 'RoseThorn', 334, 265, 'JUNGLE', 'CHALLENGER', 'I', 1450, True, False, 505, 'SummonerSmite', 'SummonerFlash', 'Graves']","[4412870802, 'young7', 235, 194, 'MIDDLE', 'CHALLENGER', 'I', 968, False, False, 410, 'SummonerFlash', 'SummonerTeleport', 'Azir']","[4412870802, 'Artorias X', 1006, 960, 'BOTTOM', 'GRANDMASTER', 'I', 818, False, False, 324, 'SummonerFlash', 'SummonerBoost', 'Lucian']","[4412870802, 'care chimba', 392, 381, 'UTILITY', 'MASTER', 'I', 317, False, False, 94, 'SummonerDot', 'SummonerFlash', 'Nami']","[4412870802, 'Nem9', 482, 450, 'MIDDLE', 'GRANDMASTER', 'I', 833, False, False, 887, 'SummonerFlash', 'SummonerTeleport', 'Sylas']","[4412870802, 'Jungler99', 331, 294, 'JUNGLE', 'GRANDMASTER', 'I', 689, False, False, 278, 'SummonerSmite', 'SummonerFlash', 'Volibear']","[4412870802, 'MoeTube', 434, 398, 'TOP', 'GRANDMASTER', 'I', 602, True, False, 734, 'SummonerDot', 'SummonerFlash', 'Cassiopeia']","[4412870802, 'Peter Zezima', 287, 230, 'BOTTOM', 'CHALLENGER', 'I', 1166, False, True, 233, 'SummonerExhaust', 'SummonerFlash', 'Draven']","[4412870802, 'GG Prismal', 371, 355, 'UTILITY', 'CHALLENGER', 'I', 867, True, False, 609, 'SummonerFlash', 'SummonerDot', 'Amumu']"
"[4408208762, 'Proxy then Feed', 391, 349, 'TOP', 'GRANDMASTER', 'I', 775, True, False, 138, 'SummonerHaste', 'SummonerFlash', 'Singed']","[4408208762, 'FrosFores', 173, 130, 'JUNGLE', 'CHALLENGER', 'I', 902, True, False, 173, 'SummonerSmite', 'SummonerFlash', 'JarvanIV']","[4408208762, 'FLY Twoballs', 237, 211, 'MIDDLE', 'GRANDMASTER', 'I', 848, False, False, 174, 'SummonerTeleport', 'SummonerFlash', 'Azir']","[4408208762, 'meowmewomoew', 151, 127, 'BOTTOM', 'CHALLENGER', 'I', 857, False, False, 203, 'SummonerFlash', 'SummonerExhaust', 'Jinx']","[4408208762, 'Dacryagogue', 287, 247, 'UTILITY', 'CHALLENGER', 'I', 894, False, False, 891, 'SummonerDot', 'SummonerFlash', 'Karma']","[4408208762, 'twtv lolvietcong', 200, 162, 'TOP', 'GRANDMASTER', 'I', 653, True, False, 338, 'SummonerFlash', 'SummonerTeleport', 'Heimerdinger']","[4408208762, 'PATREON TARZANED', 196, 165, 'JUNGLE', 'CHALLENGER', 'I', 1352, True, False, 59, 'SummonerSmite', 'SummonerFlash', 'Graves']","[4408208762, 'Dun', 263, 201, 'MIDDLE', 'CHALLENGER', 'I', 1350, False, False, 297, 'SummonerFlash', 'SummonerTeleport', 'Viktor']","[4408208762, 'Laserholic', 111, 104, 'BOTTOM', 'GRANDMASTER', 'I', 575, True, False, 239, 'SummonerHeal', 'SummonerFlash', 'Aphelios']","[4408208762, 'Young Sinatra 3', 479, 419, 'UTILITY', 'MASTER', 'I', 348, False, True, 303, 'SummonerDot', 'SummonerFlash', 'Janna']"
"[4412584428, 'TwTv KoKooPuffs', 944, 902, 'TOP', 'CHALLENGER', 'I', 1084, True, False, 436, 'SummonerFlash', 'SummonerTeleport', 'Poppy']","[4412584428, 'Pentaless', 389, 332, 'JUNGLE', 'CHALLENGER', 'I', 1335, True, False, 150, 'SummonerSmite', 'SummonerFlash', 'Nunu']","[4412584428, 'FLY Twoballs', 237, 211, 'MIDDLE', 'GRANDMASTER', 'I', 848, False, False, 174, 'SummonerDot', 'SummonerFlash', 'Ahri']","[4412584428, 'l7l', 510, 459, 'BOTTOM', 'GRANDMASTER', 'I', 620, False, False, 326, 'SummonerFlash', 'SummonerHaste', 'Aphelios']","[4412584428, 'QSEN', 117, 99, 'UTILITY', 'GRANDMASTER', 'I', 814, False, False, 210, 'SummonerExhaust', 'SummonerDot', 'Yuumi']","[4412584428, 'Pai Pai Tou', 176, 164, 'TOP', 'MASTER', 'I', 486, False, False, 60, 'SummonerTeleport', 'SummonerFlash', 'Soraka']","[4412584428, 'c2 meteos', 505, 429, 'JUNGLE', 'CHALLENGER', 'I', 1501, True, False, 612, 'SummonerHaste', 'SummonerSmite', 'Olaf']","[4412584428, 'Pekin Woof', 386, 351, 'MIDDLE', 'CHALLENGER', 'I', 894, True, False, 282, 'SummonerFlash', 'SummonerBoost', 'Veigar']","[4412584428, 'Iinks', 435, 382, 'BOTTOM', 'CHALLENGER', 'I', 1066, True, False, 318, 'SummonerFlash', 'SummonerHaste', 'Sivir']","[4412584428, 'Qitong', 256, 227, 'UTILITY', 'CHALLENGER', 'I', 1369, True, True, 540, 'SummonerFlash', 'SummonerDot', 'Lulu']"
"[4409733915, 'twtv itakute', 163, 126, 'TOP', 'CHALLENGER', 'I', 1009, True, True, 108, 'SummonerHaste', 'SummonerFlash', 'Garen']","[4409733915, 'agorinas', 246, 224, 'JUNGLE', 'GRANDMASTER', 'I', 698, True, False, 123, 'SummonerFlash', 'SummonerSmite', 'LeeSin']","[4409733915, 'IIIlIIIlIllllI', 112, 81, 'MIDDLE', 'MASTER', 'I', 447, False, True, 55, 'SummonerFlash', 'SummonerTeleport', 'Sylas']","[4409733915, 'Mobility', 472, 441, 'BOTTOM', 'GRANDMASTER', 'I', 663, True, True, 366, 'SummonerHeal', 'SummonerFlash', 'Aphelios']","[4409733915, 'Wekin Poof', 186, 172, 'UTILITY', 'GRANDMASTER', 'I', 514, False, False, 204, 'SummonerFlash', 'SummonerDot', 'Leona']","[4409733915, 'Geiger', 734, 712, 'TOP', 'CHALLENGER', 'I', 875, False, True, 1213, 'SummonerFlash', 'SummonerTeleport', 'Gragas']","[4409733915, 'Options', 157, 122, 'JUNGLE', 'GRANDMASTER', 'I', 821, False, False, 456, 'SummonerSmite', 'SummonerFlash', 'Kindred']","[4409733915, 'young7', 235, 194, 'MIDDLE', 'CHALLENGER', 'I', 968, False, False, 408, 'SummonerFlash', 'SummonerTeleport', 'Azir']","[4409733915, 'Marksboy', 316, 300, 'BOTTOM', 'MASTER', 'I', 465, False, False, 617, 'SummonerFlash', 'SummonerBoost', 'Ezreal']","[4409733915, 'Alise', 616, 582, 'UTILITY', 'GRANDMASTER', 'I', 829, False, False, 712, 'SummonerDot', 'SummonerFlash', 'Nami']"
"[4412164821, 'step1v9', 213, 190, 'TOP', 'GRANDMASTER', 'I', 578, False, True, 418, 'SummonerHaste', 'SummonerFlash', 'Tryndamere']","[4412164821, 'Adr316', 462, 442, 'JUNGLE', 'MASTER', 'I', 406, False, False, 644, 'SummonerSmite', 'SummonerFlash', 'Poppy']","[4412164821, 'Getbáck', 295, 261, 'MIDDLE', 'GRANDMASTER', 'I', 516, False, False, 520, 'SummonerTeleport', 'SummonerFlash', 'Akali']","[4412164821, 'Assapp', 219, 167, 'BOTTOM', 'GRANDMASTER', 'I', 822, False, False, 196, 'SummonerHeal', 'SummonerFlash', 'Velkoz']","[4412164821, 'Feather Daddy', 771, 704, 'UTILITY', 'CHALLENGER', 'I', 1483, True, False, 722, 'SummonerFlash', 'SummonerDot', 'Taric']","[4412164821, 'Zamudo', 202, 162, 'TOP', 'CHALLENGER', 'I', 985, False, False, 626, 'SummonerHaste', 'SummonerFlash', 'Darius']","[4412164821, 'BASED WineTime', 1011, 992, 'JUNGLE', 'MASTER', 'I', 372, False, False, 712, 'SummonerSmite', 'SummonerFlash', 'Elise']","[4412164821, 'ZED04', 562, 512, 'MIDDLE', 'CHALLENGER', 'I', 1081, True, False, 279, 'SummonerDot', 'SummonerFlash', 'Zed']","[4412164821, 'penq ', 160, 119, 'BOTTOM', 'CHALLENGER', 'I', 898, False, False, 118, 'SummonerBoost', 'SummonerFlash', 'Kalista']","[4412164821, 'strange fruits', 414, 406, 'UTILITY', 'GRANDMASTER', 'I', 634, True, False, 847, 'SummonerFlash', 'SummonerDot', 'Xerath']"
"[4410424058, 'bronze garen', 278, 249, 'TOP', 'MASTER', 'I', 485, False, False, 177, 'SummonerFlash', 'SummonerHaste', 'Garen']","[4410424058, 'BASED WineTime', 1011, 992, 'JUNGLE', 'MASTER', 'I', 372, False, False, 710, 'SummonerSmite', 'SummonerFlash', 'Elise']","[4410424058, 'Ahwii', 198, 164, 'MIDDLE', 'GRANDMASTER', 'I', 769, False, False, 181, 'SummonerFlash', 'SummonerBoost', 'Orianna']","[4410424058, 'humzh', 375, 351, 'BOTTOM', 'GRANDMASTER', 'I', 760, False, False, 348, 'SummonerFlash', 'SummonerBoost', 'Samira']","[4410424058, 'kejwhkhkk', 266, 244, 'UTILITY', 'GRANDMASTER', 'I', 743, False, False, 386, 'SummonerFlash', 'SummonerDot', 'Nautilus']","[4410424058, 'Haise 2', 115, 83, 'TOP', 'MASTER', 'I', 230, False, False, 43, 'SummonerFlash', 'SummonerTeleport', 'Ornn']","[4410424058, 'Brother Gwang', 418, 359, 'JUNGLE', 'CHALLENGER', 'I', 1105, False, False, 208, 'SummonerSmite', 'SummonerFlash', 'Pantheon']","[4410424058, 'UCI XiaoDanny', 935, 871, 'MIDDLE', 'CHALLENGER', 'I', 961, True, False, 664, 'SummonerTeleport', 'SummonerFlash', 'Ahri']","[4410424058, 'Leancuisine13', 676, 644, 'BOTTOM', 'GRANDMASTER', 'I', 770, False, False, 511, 'SummonerHaste', 'SummonerFlash', 'Sivir']","[4410424058, 'TTV Zileanaire', 287, 254, 'UTILITY', 'GRANDMASTER', 'I', 727, False, False, 237, 'SummonerFlash', 'SummonerDot', 'Alistar']"
"[4413992422, 'PoopSwag69', 642, 638, 'TOP', 'MASTER', 'I', 442, False, False, 867, 'SummonerFlash', 'SummonerTeleport', 'Aatrox']","[4413992422, 'MerlehX', 383, 298, 'JUNGLE', 'MASTER', 'I', 466, False, True, 210, 'SummonerFlash', 'SummonerSmite', 'Ekko']","[4413992422, 'What a noob', 341, 316, 'MIDDLE', 'MASTER', 'I', 371, False, False, 573, 'SummonerExhaust', 'SummonerFlash', 'Taliyah']","[4413992422, 'l7l', 510, 459, 'BOTTOM', 'GRANDMASTER', 'I', 620, False, False, 327, 'SummonerFlash', 'SummonerBoost', 'Tristana']","[4413992422, 'Alicopter GAP', 239, 225, 'UTILITY', 'GRANDMASTER', 'I', 506, True, False, 90, 'SummonerDot', 'SummonerFlash', 'Alistar']","[4413992422, 'in2yoü ', 90, 45, 'TOP', 'MASTER', 'I', 470, False, False, 62, 'SummonerFlash', 'SummonerTeleport', 'Jax']","[4413992422, '7 S e 7 e n 7 ', 355, 334, 'JUNGLE', 'GRANDMASTER', 'I', 621, True, False, 244, 'SummonerSmite', 'SummonerFlash', 'Lillia']","[4413992422, 'HAHAªºÐØXÃªºXDXD', 158, 115, 'MIDDLE', 'CHALLENGER', 'I', 911, False, False, 174, 'SummonerFlash', 'SummonerDot', 'Zed']","[4413992422, 'Rosesrmine', 159, 107, 'BOTTOM', 'GRANDMASTER', 'I', 713, False, False, 327, 'SummonerFlash', 'SummonerHeal', 'Ezreal']","[4413992422, 'rocks908', 516, 466, 'UTILITY', 'CHALLENGER', 'I', 1196, True, True, 470, 'SummonerFlash', 'SummonerExhaust', 'Bard']"
"[4412438160, 'Saozhu', 207, 160, 'TOP', 'MASTER', 'I', 345, True, False, 79, 'SummonerDot', 'SummonerFlash', 'Aatrox']","[4412438160, 'goth titties', 351, 315, 'JUNGLE', 'CHALLENGER', 'I', 860, True, False, 489, 'SummonerFlash', 'SummonerSmite', 'Trundle']","[4412438160, 'Victør', 418, 404, 'MIDDLE', 'MASTER', 'I', 480, False, False, 686, 'SummonerDot', 'SummonerFlash', 'Sylas']","[4412438160, 'ı am', 445, 436, 'BOTTOM', 'MASTER', 'I', 428, False, False, 480, 'SummonerFlash', 'SummonerExhaust', 'Jhin']","[4412438160, 'Clarrisa', 120, 99, 'UTILITY', 'MASTER', 'I', 437, False, False, 168, 'SummonerFlash', 'SummonerHeal', 'Sona']","[4412438160, 'MAMBA MENTALITY', 58, 39, 'TOP', 'MASTER', 'I', 375, False, False, 39, 'SummonerFlash', 'SummonerTeleport', 'Gnar']","[4412438160, 'PW jiahaoyou', 209, 144, 'JUNGLE', 'MASTER', 'I', 354, False, False, 335, 'SummonerFlash', 'SummonerSmite', 'Talon']","[4412438160, 'sμnny', 428, 410, 'MIDDLE', 'GRANDMASTER', 'I', 693, False, False, 100, 'SummonerDot', 'SummonerFlash', 'Kassadin']","[4412438160, 'Nvhai', 373, 353, 'BOTTOM', 'MASTER', 'I', 371, False, False, 670, 'SummonerFlash', 'SummonerHaste', 'Zeri']","[4412438160, 'Ukrainian Strife', 730, 693, 'UTILITY', 'GRANDMASTER', 'I', 598, True, False, 569, 'SummonerHeal', 'SummonerFlash', 'Janna']"
"[4413077866, 'Old Pal', 212, 187, 'JUNGLE', 'CHALLENGER', 'I', 961, True, False, 193, 'SummonerFlash', 'SummonerDot', 'Twitch']","[4413077866, 'Enemies', 344, 320, 'JUNGLE', 'GRANDMASTER', 'I', 686, True, False, 428, 'SummonerSmite', 'SummonerFlash', 'Zac']","[4413077866, 'Bard mp4', 135, 123, 'TOP', 'MASTER', 'I', 192, False, True, 97, 'SummonerFlash', 'SummonerTeleport', 'Olaf']","[4413077866, 'Alise', 616, 582, 'BOTTOM', 'GRANDMASTER', 'I', 829, False, False, 713, 'SummonerHeal', 'SummonerFlash', 'Sivir']","[4413077866, 'ReasonToBelieve', 674, 625, 'MIDDLE', 'CHALLENGER', 'I', 1200, True, False, 570, 'SummonerDot', 'SummonerFlash', 'Zoe']","[4413077866, 'DARK WlNGS', 202, 170, 'MIDDLE', 'CHALLENGER', 'I', 855, False, False, 454, 'SummonerFlash', 'SummonerTeleport', 'Azir']","[4413077866, 'Options', 157, 122, 'TOP', 'GRANDMASTER', 'I', 821, False, False, 458, 'SummonerTeleport', 'SummonerFlash', 'Heimerdinger']","[4413077866, 'Pentaless', 389, 332, 'JUNGLE', 'CHALLENGER', 'I', 1335, True, False, 150, 'SummonerSmite', 'SummonerFlash', 'Nunu']","[4413077866, 'Fioh', 584, 552, 'BOTTOM', 'GRANDMASTER', 'I', 505, True, False, 970, 'SummonerExhaust', 'SummonerFlash', 'Tristana']","[4413077866, 'Liń', 499, 441, 'UTILITY', 'CHALLENGER', 'I', 866, False, False, 323, 'SummonerDot', 'SummonerFlash', 'Lulu']"
"[4412857091, 'Km1er', 305, 248, 'TOP', 'GRANDMASTER', 'I', 593, False, False, 197, 'SummonerTeleport', 'SummonerFlash', 'Fiora']","[4412857091, '171 xo', 297, 291, 'JUNGLE', 'MASTER', 'I', 407, False, False, 217, 'SummonerFlash', 'SummonerSmite', 'Kayn']","[4412857091, 'Repobah', 100, 55, 'MIDDLE', 'CHALLENGER', 'I', 883, False, False, 643, 'SummonerFlash', 'SummonerDot', 'Yasuo']","[4412857091, 'ReXpeita', 240, 181, 'BOTTOM', 'CHALLENGER', 'I', 1549, True, False, 70, 'SummonerFlash', 'SummonerExhaust', 'Karthus']","[4412857091, 'June Yongarimin', 151, 107, 'UTILITY', 'CHALLENGER', 'I', 1013, False, False, 68, 'SummonerDot', 'SummonerFlash', 'Karma']","[4412857091, 'Vase Admirer', 195, 157, 'TOP', 'GRANDMASTER', 'I', 836, False, False, 229, 'SummonerFlash', 'SummonerTeleport', 'Kennen']","[4412857091, 'w45hed', 203, 170, 'JUNGLE', 'GRANDMASTER', 'I', 795, False, True, 770, 'SummonerSmite', 'SummonerFlash', 'LeeSin']","[4412857091, 'waIm', 79, 52, 'MIDDLE', 'GRANDMASTER', 'I', 738, False, False, 36, 'SummonerDot', 'SummonerFlash', 'Sylas']","[4412857091, '20031028', 228, 188, 'BOTTOM', 'CHALLENGER', 'I', 968, False, False, 303, 'SummonerFlash', 'SummonerHeal', 'Kaisa']","[4412857091, 'Smoothie', 339, 272, 'UTILITY', 'CHALLENGER', 'I', 1145, False, False, 371, 'SummonerFlash', 'SummonerDot', 'Nautilus']"
"[4414470265, 'I Main Top Lane', 396, 366, 'TOP', 'GRANDMASTER', 'I', 673, False, False, 676, 'SummonerFlash', 'SummonerTeleport', 'Sett']","[4414470265, 'Li Xiu Yue', 167, 124, 'JUNGLE', 'CHALLENGER', 'I', 1051, True, False, 65, 'SummonerSmite', 'SummonerFlash', 'Talon']","[4414470265, 'yeet yah', 344, 319, 'MIDDLE', 'GRANDMASTER', 'I', 636, True, False, 198, 'SummonerFlash', 'SummonerDot', 'Rumble']","[4414470265, 'Artorias X', 1006, 960, 'BOTTOM', 'GRANDMASTER', 'I', 818, False, False, 326, 'SummonerFlash', 'SummonerHeal', 'Lucian']","[4414470265, '0 n a t', 1037, 1009, 'UTILITY', 'GRANDMASTER', 'I', 571, True, False, 645, 'SummonerDot', 'SummonerFlash', 'Swain']","[4414470265, 'i wont Ieash', 466, 445, 'MIDDLE', 'GRANDMASTER', 'I', 455, False, False, 147, 'SummonerTeleport', 'SummonerFlash', 'Sylas']","[4414470265, 'Old Pal', 212, 187, 'JUNGLE', 'CHALLENGER', 'I', 961, True, False, 193, 'SummonerFlash', 'SummonerSmite', 'Kindred']","[4414470265, 'Yung Fappy', 1096, 1052, 'TOP', 'CHALLENGER', 'I', 1092, True, False, 560, 'SummonerFlash', 'SummonerDot', 'Teemo']","[4414470265, 'zykorocksplutx', 1150, 1119, 'UTILITY', 'GRANDMASTER', 'I', 815, False, False, 558, 'SummonerFlash', 'SummonerDot', 'Karma']","[4414470265, 'way to go', 49, 52, 'BOTTOM', 'MASTER', 'I', 5, False, False, 43, 'SummonerHaste', 'SummonerFlash', 'Zeri']"
"[4413676739, 'nt guys', 204, 172, 'TOP', 'GRANDMASTER', 'I', 696, False, False, 679, 'SummonerFlash', 'SummonerHaste', 'Garen']","[4413676739, 'Keel7', 575, 539, 'JUNGLE', 'CHALLENGER', 'I', 902, False, False, 624, 'SummonerFlash', 'SummonerSmite', 'Lillia']","[4413676739, 'neeko sex king', 193, 169, 'MIDDLE', 'GRANDMASTER', 'I', 754, True, False, 265, 'SummonerFlash', 'SummonerDot', 'Rumble']","[4413676739, 'ScaryJerry', 537, 483, 'BOTTOM', 'CHALLENGER', 'I', 1215, True, False, 431, 'SummonerHaste', 'SummonerFlash', 'Sivir']","[4413676739, 'YoojungHukiriLee', 414, 366, 'UTILITY', 'CHALLENGER', 'I', 991, False, False, 494, 'SummonerExhaust', 'SummonerHeal', 'Yuumi']","[4413676739, 'pulse', 728, 693, 'TOP', 'CHALLENGER', 'I', 896, False, False, 608, 'SummonerTeleport', 'SummonerFlash', 'Ornn']","[4413676739, 'Kenvi', 72, 51, 'JUNGLE', 'GRANDMASTER', 'I', 755, False, False, 197, 'SummonerFlash', 'SummonerSmite', 'Graves']","[4413676739, 'Saico', 801, 757, 'MIDDLE', 'CHALLENGER', 'I', 1107, True, False, 985, 'SummonerTeleport', 'SummonerFlash', 'Swain']","[4413676739, 'Selfmáde', 290, 286, 'BOTTOM', 'GRANDMASTER', 'I', 576, False, False, 136, 'SummonerFlash', 'SummonerBoost', 'Kalista']","[4413676739, 'Busio3', 309, 290, 'JUNGLE', 'GRANDMASTER', 'I', 699, False, False, 249, 'SummonerDot', 'SummonerFlash', 'Vi']"
"[4413475183, 'WEAKSIDE WILLIAM', 649, 593, 'TOP', 'GRANDMASTER', 'I', 500, False, False, 549, 'SummonerDot', 'SummonerTeleport', 'Ornn']","[4413475183, 'Maruo Eiichiro', 926, 881, 'JUNGLE', 'GRANDMASTER', 'I', 630, True, True, 320, 'SummonerFlash', 'SummonerSmite', 'Kindred']","[4413475183, 'Rądar', 442, 426, 'MIDDLE', 'GRANDMASTER', 'I', 522, False, False, 712, 'SummonerFlash', 'SummonerDot', 'Ahri']","[4413475183, 'Sisyphus9', 431, 403, 'BOTTOM', 'GRANDMASTER', 'I', 648, False, False, 168, 'SummonerExhaust', 'SummonerFlash', 'Sivir']","[4413475183, 'beben', 621, 588, 'UTILITY', 'CHALLENGER', 'I', 864, False, True, 943, 'SummonerFlash', 'SummonerExhaust', 'Zilean']","[4413475183, 'Just Yòu and Mi', 183, 130, 'TOP', 'GRANDMASTER', 'I', 519, False, False, 194, 'SummonerTeleport', 'SummonerDot', 'Camille']","[4413475183, 'Ąstronäut', 185, 152, 'JUNGLE', 'GRANDMASTER', 'I', 574, False, False, 508, 'SummonerSmite', 'SummonerFlash', 'Ekko']","[4413475183, 'COOKIEMONSTER123', 947, 902, 'MIDDLE', 'GRANDMASTER', 'I', 609, True, False, 166, 'SummonerFlash', 'SummonerDot', 'Brand']","[4413475183, 'fClXmCeleste', 201, 180, 'BOTTOM', 'GRANDMASTER', 'I', 584, False, False, 94, 'SummonerFlash', 'SummonerBoost', 'Tristana']","[4413475183, 'Phat Alado Bro', 96, 71, 'UTILITY', 'MASTER', 'I', 256, False, False, 416, 'SummonerFlash', 'SummonerExhaust', 'Seraphine']"
"[4413979315, 'THE POWERHOUSE', 154, 113, 'TOP', 'CHALLENGER', 'I', 1007, True, False, 50, 'SummonerFlash', 'SummonerTeleport', 'Kled']","[4413979315, 'w45hed', 203, 170, 'JUNGLE', 'GRANDMASTER', 'I', 795, False, True, 771, 'SummonerSmite', 'SummonerFlash', 'LeeSin']","[4413979315, 'Extan', 157, 127, 'MIDDLE', 'MASTER', 'I', 335, False, False, 120, 'SummonerFlash', 'SummonerDot', 'Akali']","[4413979315, 'dfxbchn 78gouyh', 611, 577, 'BOTTOM', 'GRANDMASTER', 'I', 508, False, False, 289, 'SummonerFlash', 'SummonerHaste', 'Sivir']","[4413979315, 'HamsterB0Y', 1377, 1351, 'UTILITY', 'GRANDMASTER', 'I', 590, False, False, 792, 'SummonerFlash', 'SummonerDot', 'Alistar']","[4413979315, 'pulse', 728, 693, 'TOP', 'CHALLENGER', 'I', 896, False, False, 608, 'SummonerHaste', 'SummonerFlash', 'Garen']","[4413979315, 'iNaofu', 123, 94, 'JUNGLE', 'CHALLENGER', 'I', 1157, False, False, 314, 'SummonerFlash', 'SummonerSmite', 'Fiddlesticks']","[4413979315, '03jg', 406, 369, 'MIDDLE', 'CHALLENGER', 'I', 915, False, False, 312, 'SummonerDot', 'SummonerFlash', 'Zed']","[4413979315, 'DrewDozer', 256, 211, 'BOTTOM', 'CHALLENGER', 'I', 1030, False, False, 612, 'SummonerExhaust', 'SummonerFlash', 'Ezreal']","[4413979315, 'MaRiTiMuS', 275, 262, 'UTILITY', 'GRANDMASTER', 'I', 514, True, False, 521, 'SummonerDot', 'SummonerFlash', 'Karma']"
"[4408912344, 'Sarcasm1', 247, 207, 'TOP', 'CHALLENGER', 'I', 1060, True, True, 267, 'SummonerFlash', 'SummonerTeleport', 'Aatrox']","[4408912344, 'KennyNg', 252, 213, 'JUNGLE', 'GRANDMASTER', 'I', 657, True, False, 291, 'SummonerFlash', 'SummonerSmite', 'MonkeyKing']","[4408912344, 'IVP Bao', 266, 237, 'MIDDLE', 'GRANDMASTER', 'I', 705, False, True, 583, 'SummonerFlash', 'SummonerHaste', 'Swain']","[4408912344, 'Nhavilay', 384, 359, 'BOTTOM', 'GRANDMASTER', 'I', 720, False, False, 559, 'SummonerFlash', 'SummonerTeleport', 'Ezreal']","[4408912344, 'Debraj', 227, 197, 'UTILITY', 'GRANDMASTER', 'I', 692, True, False, 290, 'SummonerExhaust', 'SummonerFlash', 'Bard']","[4408912344, 'Top12', 170, 152, 'TOP', 'GRANDMASTER', 'I', 670, True, False, 287, 'SummonerTeleport', 'SummonerDot', 'Camille']","[4408912344, 'TE AMO KARLA ', 420, 350, 'JUNGLE', 'CHALLENGER', 'I', 1257, True, False, 102, 'SummonerSmite', 'SummonerFlash', 'Diana']","[4408912344, 'deathwalker222', 390, 361, 'MIDDLE', 'GRANDMASTER', 'I', 641, False, False, 549, 'SummonerFlash', 'SummonerDot', 'Yasuo']","[4408912344, 'CSX 255202621', 434, 406, 'BOTTOM', 'GRANDMASTER', 'I', 620, True, False, 768, 'SummonerHeal', 'SummonerFlash', 'Tristana']","[4408912344, 'ttv Doglightning', 226, 207, 'UTILITY', 'GRANDMASTER', 'I', 643, True, False, 318, 'SummonerDot', 'SummonerFlash', 'Neeko']"
"[4413983804, 'MySwordCrimson', 337, 303, 'MIDDLE', 'CHALLENGER', 'I', 862, False, False, 586, 'SummonerFlash', 'SummonerExhaust', 'Yone']","[4413983804, 'Keel7', 575, 539, 'JUNGLE', 'CHALLENGER', 'I', 902, False, False, 624, 'SummonerFlash', 'SummonerSmite', 'Graves']","[4413983804, 'A1C Masterby', 225, 178, 'TOP', 'CHALLENGER', 'I', 910, False, True, 478, 'SummonerTeleport', 'SummonerFlash', 'Poppy']","[4413983804, 'Selfmáde', 290, 286, 'BOTTOM', 'GRANDMASTER', 'I', 576, False, False, 137, 'SummonerFlash', 'SummonerHeal', 'Zeri']","[4413983804, 'ReasonToBelieve', 674, 625, 'UTILITY', 'CHALLENGER', 'I', 1200, True, False, 570, 'SummonerDot', 'SummonerFlash', 'Karma']","[4413983804, 'Emprisonner', 208, 182, 'TOP', 'GRANDMASTER', 'I', 723, False, True, 619, 'SummonerFlash', 'SummonerDot', 'Sett']","[4413983804, 'timal', 211, 142, 'MIDDLE', 'CHALLENGER', 'I', 1532, True, True, 62, 'SummonerFlash', 'SummonerDot', 'Rumble']","[4413983804, 'at daggers drawn', 106, 80, 'JUNGLE', 'GRANDMASTER', 'I', 545, False, False, 45, 'SummonerHaste', 'SummonerSmite', 'Hecarim']","[4413983804, 'Fishlord', 479, 424, 'BOTTOM', 'CHALLENGER', 'I', 1216, True, True, 574, 'SummonerFlash', 'SummonerHaste', 'Swain']","[4413983804, 'ItIsIndeedYaBoy', 178, 142, 'UTILITY', 'MASTER', 'I', 152, True, False, 369, 'SummonerFlash', 'SummonerDot', 'Nami']"
"[4414283880, 'aristootle', 220, 176, 'TOP', 'GRANDMASTER', 'I', 816, False, False, 207, 'SummonerFlash', 'SummonerDot', 'Pantheon']","[4414283880, 'Gryffinn1', 154, 126, 'JUNGLE', 'GRANDMASTER', 'I', 792, False, False, 375, 'SummonerFlash', 'SummonerSmite', 'MonkeyKing']","[4414283880, 'ASTROBOY99', 280, 235, 'MIDDLE', 'CHALLENGER', 'I', 1000, True, False, 271, 'SummonerDot', 'SummonerFlash', 'Akali']","[4414283880, 'Selfmáde', 290, 286, 'BOTTOM', 'GRANDMASTER', 'I', 576, False, False, 137, 'SummonerFlash', 'SummonerBoost', 'Kalista']","[4414283880, 'King of Shadowss', 358, 277, 'UTILITY', 'CHALLENGER', 'I', 965, False, False, 232, 'SummonerFlash', 'SummonerDot', 'Nautilus']","[4414283880, 'PCL', 355, 330, 'TOP', 'GRANDMASTER', 'I', 550, True, False, 150, 'SummonerTeleport', 'SummonerFlash', 'Ornn']","[4414283880, 'ZED04', 562, 512, 'MIDDLE', 'CHALLENGER', 'I', 1081, True, False, 280, 'SummonerDot', 'SummonerFlash', 'Zed']","[4414283880, 'timal', 211, 142, 'BOTTOM', 'CHALLENGER', 'I', 1532, True, True, 63, 'SummonerFlash', 'SummonerExhaust', 'Rumble']","[4414283880, 'Axwerbit', 193, 146, 'JUNGLE', 'CHALLENGER', 'I', 980, True, False, 58, 'SummonerSmite', 'SummonerFlash', 'Poppy']","[4414283880, 'big slimy okra', 114, 88, 'UTILITY', 'GRANDMASTER', 'I', 591, False, False, 72, 'SummonerHeal', 'SummonerFlash', 'Ashe']"
