Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player_7,Player_8,Player_9,Player_10
"[4403238141, 'Urgot', 5, 2, 1, True, 107, 4, 7]","[4403238141, 'Nidalee', 8, 2, 7, True, 7, 27, 18]","[4403238141, 'Akshan', 5, 1, 4, True, 110, 15, 5]","[4403238141, 'Vayne', 4, 2, 4, True, 108, 43, 6]","[4403238141, 'Nautilus', 1, 1, 15, True, 27, 56, 29]","[4403238141, 'Darius', 2, 5, 0, False, 90, 17, 8]","[4403238141, 'Rumble', 1, 6, 5, False, 20, 36, 11]","[4403238141, 'Yone', 2, 3, 0, False, 112, 16, 3]","[4403238141, 'Jhin', 2, 5, 3, False, 118, 1, 3]","[4403238141, 'Yuumi', 1, 4, 4, False, 2, 5, 14]"

"[4401649754, 'Kennen', 3, 3, 0, False, 179, 12, 20]","[4401649754, 'Amumu', 5, 3, 2, False, 31, 21, 12]","[4401649754, 'Gangplank', 1, 4, 4, False, 184, 19, 14]","[4401649754, 'Sivir', 1, 5, 1, False, 195, 44, 14]","[4401649754, 'Sona', 0, 6, 2, False, 11, 24, 36]","[4401649754, 'Fiora', 4, 2, 1, True, 161, 11, 19]","[4401649754, 'Talon', 6, 2, 1, True, 43, 37, 16]","[4401649754, 'Vladimir', 1, 5, 2, True, 195, 36, 7]","[4401649754, 'Twitch', 10, 1, 1, True, 182, 22, 24]","[4401649754, 'Taric', 0, 0, 13, True, 46, 16, 61]"

"[4404041277, 'Garen', 9, 7, 8, True, 177, 28, 18]","[4404041277, 'Graves', 4, 5, 21, True, 49, 5, 45]","[4404041277, 'Leblanc', 11, 1, 10, True, 206, 75, 15]","[4404041277, 'Lucian', 10, 5, 12, True, 202, 38, 17]","[4404041277, 'Nami', 1, 6, 28, True, 13, 25, 83]","[4404041277, 'Sett', 6, 5, 7, False, 217, 5, 15]","[4404041277, 'Nidalee', 7, 7, 8, False, 16, 77, 41]","[4404041277, 'Vladimir', 6, 7, 4, False, 230, 37, 13]","[4404041277, 'Samira', 4, 8, 8, False, 182, 17, 28]","[4404041277, 'Alistar', 1, 8, 12, False, 30, 23, 56]"

"[4405652857, 'Garen', 5, 2, 4, True, 164, 8, 8]","[4405652857, 'Viego', 10, 0, 4, True, 49, 11, 19]","[4405652857, 'Seraphine', 3, 1, 15, True, 186, 49, 9]","[4405652857, 'Sivir', 7, 6, 12, True, 160, 17, 6]","[4405652857, 'Amumu', 3, 3, 19, True, 29, 35, 34]","[4405652857, 'Azir', 3, 6, 2, False, 187, 39, 26]","[4405652857, 'Graves', 3, 4, 1, False, 56, 84, 44]","[4405652857, 'Kennen', 2, 4, 2, False, 166, 64, 9]","[4405652857, 'Twitch', 4, 8, 2, False, 131, 21, 9]","[4405652857, 'Yuumi', 0, 6, 3, False, 13, 3, 15]"

"[4404535694, 'Irelia', 0, 6, 3, False, 228, 56, 16]","[4404535694, 'Nasus', 5, 4, 5, False, 147, 70, 20]","[4404535694, 'Ezreal', 5, 4, 4, False, 168, 48, 14]","[4404535694, 'Gnar', 3, 3, 8, True, 193, 19, 23]","[4404535694, 'Diana', 9, 3, 8, True, 26, 105, 29]","[4404535694, 'Sivir', 2, 3, 8, True, 198, 4, 9]","[4404535694, 'Sona', 3, 3, 10, True, 21, 25, 83]"

"[4404806751, 'Darius', 12, 5, 3, True, 140, 34, 19]","[4404806751, 'Kindred', 3, 6, 10, True, 35, 135, 33]","[4404806751, 'Taliyah', 7, 2, 7, True, 131, 56, 19]","[4404806751, 'Twitch', 5, 0, 9, True, 135, 93, 16]","[4404806751, 'Bard', 3, 1, 17, True, 17, 12, 53]","[4404806751, 'MonkeyKing', 3, 7, 3, False, 160, 15, 14]","[4404806751, 'RekSai', 6, 3, 3, False, 39, 53, 15]","[4404806751, 'Yone', 4, 7, 4, False, 154, 27, 23]","[4404806751, 'Jinx', 1, 6, 2, False, 169, 7, 15]","[4404806751, 'Nami', 0, 7, 5, False, 3, 16, 36]"

"[4404087337, 'Kennen', 8, 4, 7, True, 210, 9, 22]","[4404087337, 'Poppy', 8, 3, 5, True, 24, 16, 11]","[4404087337, 'Nunu', 4, 0, 17, True, 120, 16, 19]","[4404087337, 'Draven', 13, 5, 3, True, 189, 16, 9]","[4404087337, 'Renata', 3, 5, 15, True, 16, 5, 68]","[4404087337, 'Shen', 1, 7, 8, False, 108, 15, 12]","[4404087337, 'MonkeyKing', 8, 8, 4, False, 19, 63, 20]","[4404087337, 'Leblanc', 2, 6, 6, False, 152, 47, 16]","[4404087337, 'MissFortune', 4, 5, 3, False, 165, 1, 13]","[4404087337, 'Sona', 2, 10, 12, False, 10, 3, 36]"

"[4407151311, 'Renekton', 5, 0, 0, True, 161, 15, 10]","[4407151311, 'Elise', 8, 1, 3, True, 11, 44, 10]","[4407151311, 'Syndra', 0, 0, 5, True, 104, 11, 8]","[4407151311, 'Kaisa', 4, 3, 7, True, 86, 4, 8]","[4407151311, 'Alistar', 3, 3, 8, True, 19, 27, 22]","[4407151311, 'Fiora', 0, 5, 0, False, 67, 9, 6]","[4407151311, 'Diana', 2, 4, 2, False, 20, 21, 9]","[4407151311, 'Akali', 0, 2, 0, False, 95, 15, 5]","[4407151311, 'Draven', 4, 3, 2, False, 91, 7, 5]","[4407151311, 'Janna', 1, 6, 5, False, 7, 3, 24]"

"[4404399273, 'Shyvana', 3, 0, 1, True, 86, 4, 9]","[4404399273, 'Poppy', 1, 0, 7, True, 13, 26, 16]","[4404399273, 'Galio', 2, 2, 1, True, 127, 7, 10]","[4404399273, 'Lucian', 8, 0, 5, True, 120, 14, 12]","[4404399273, 'Nami', 5, 0, 8, True, 7, 4, 19]","[4404399273, 'Vayne', 0, 4, 0, False, 102, 2, 6]","[4404399273, 'RekSai', 1, 1, 1, False, 8, 27, 10]","[4404399273, 'Azir', 1, 2, 1, False, 114, 11, 9]","[4404399273, 'Kalista', 0, 6, 0, False, 44, 19, 9]","[4404399273, 'Nautilus', 0, 6, 0, False, 14, 2, 8]"

